CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2024,66461650,022326,WN 2022,SI,581,001,Regular,Lecture,Pres Info Resources,3.00,A-,SI 581,No
Winter 2024,66461650,038659,FA 2023,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A,SI 519,No
Winter 2024,66461650,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,W,SI 539,No
Winter 2024,66461650,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,W,SI 539,No
Winter 2024,66461650,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2024,66461650,041626,WN 2024,SI,664,001,Regular,Lecture,Database App Design,3.00,B-,SI 664,No
Winter 2024,66461650,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,W,SI 501,No
Winter 2024,66461650,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,66461650,042324,WN 2024,SI,639,001,Regular,Lecture,Web Archiving,1.50,A,SI 639,No
Winter 2024,66461650,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,W,SI 506,No
Winter 2024,66461650,047246,WN 2022,SI,506,101,Regular,Lecture,Programming I,3.00,NR,SI 506,No
Winter 2024,66461650,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,B-,SI 506,No
Winter 2024,66461650,047901,WN 2024,SI,699,006,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,66461650,048280,WN 2023,SI,667,001,Regular,Lecture,Digital Curation,3.00,B,SI 667,No
Winter 2024,66461650,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,W,SI 564,No
Winter 2024,66461650,049601,FA 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,W,SI 564,No
Winter 2024,66461650,049601,WN 2024,SI,564,001,Regular,Lecture,SQL & Databases,1.50,C+,SI 564,No
Winter 2024,66461650,050161,FA 2023,SI,676,001,Regular,Lecture,Network Info Servcs,3.00,A-,SI 676,No
Winter 2024,66461650,050162,WN 2022,SI,510,001,Regular,Lecture,Information Ethics,3.00,IB+,SI 510,No
Winter 2024,66461650,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2024,66461650,050165,WN 2022,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A-,SI 585,No
Winter 2024,66461650,051074,WN 2023,SI,626,001,Regular,Lecture,Manage NonProf Lib,3.00,B-,SI 626,No
Winter 2024,66479911,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,66479911,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,66479911,021400,WN 2023,SI,520,003,Regular,Laboratory,Graphic Design,3.00,A-,SI 520,No
Winter 2024,66479911,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,66479911,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,66479911,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,66479911,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,66479911,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,66479911,045732,WN 2023,SI,554,001,Regular,Lecture,Consumer Hlth Inform,3.00,A,SI 554,No
Winter 2024,66479911,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,66479911,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2024,66479911,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,66479911,047901,WN 2024,SI,699,501,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,66479911,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,66479911,048421,WN 2024,ENTR,560,002,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2024,66479911,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,66479911,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A+,SI 594,No
Winter 2024,66612671,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2024,66612671,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,66612671,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2024,66612671,021050,FA 2023,SI,691,033,Regular,Ind Study,Independent Study,3.00,A+,SI 691,No
Winter 2024,66612671,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,66612671,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,66612671,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,66612671,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A+,SI 664,No
Winter 2024,66612671,042071,FA 2023,SI,563,001,Regular,Lecture,Game Theory,3.00,A-,SI 563,No
Winter 2024,66612671,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,66612671,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,66612671,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,66612671,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,66612671,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,66612671,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,66612671,050031,WN 2024,SW,596,337,Regular,Ind Study,Ind Stds Social Work,3.00,A,SW 596,Yes
Winter 2024,66612671,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,66612671,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A+,SI 504,No
Winter 2024,66777838,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A,SI 650,No
Winter 2024,66777838,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,C-,SI 649,No
Winter 2024,66777838,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,66777838,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,66777838,042071,FA 2023,SI,563,001,Regular,Lecture,Game Theory,3.00,B,SI 563,No
Winter 2024,66777838,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2024,66777838,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2024,66777838,045930,FA 2023,SI,671,101,Regular,Lecture,Data Mining,3.00,B-,SI 671,No
Winter 2024,66777838,047246,WN 2024,SI,506,001,Regular,Lecture,Programming I,3.00,C-,SI 506,No
Winter 2024,66777838,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,66777838,047901,WN 2024,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,66777838,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,C+,SI 670,No
Winter 2024,66777838,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A-,SI 564,No
Winter 2024,66777838,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,66777838,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,B+,SI 568,No
Winter 2024,66777838,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,B,SI 602,No
Winter 2024,66796761,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2024,66796761,021033,WN 2024,SI,652,001,Regular,Lecture,Incentive&Strategic,3.00,B+,SI 652,No
Winter 2024,66796761,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,66796761,042071,FA 2023,SI,563,001,Regular,Lecture,Game Theory,3.00,A-,SI 563,No
Winter 2024,66796761,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2024,66796761,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,66796761,043366,WN 2024,SI,617,001,Regular,Lecture,Choice Architecture,3.00,B+,SI 617,No
Winter 2024,66796761,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,A,SI 671,No
Winter 2024,66796761,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,66796761,047641,WN 2024,SI,540,001,Regular,Lecture,Privacy in Info Tech,3.00,A,SI 540,No
Winter 2024,66796761,047901,WN 2024,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,66796761,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,66796761,048268,WN 2023,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,A,SI 630,No
Winter 2024,66796761,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A,SI 670,No
Winter 2024,66796761,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,66796761,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A+,SI 504,No
Winter 2024,66796761,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A,SI 568,No
Winter 2024,66796761,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,A+,SI 602,No
Winter 2024,67777695,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,67777695,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,67777695,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,67777695,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,67777695,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,67777695,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,67777695,041957,WN 2023,ENGR,599,123,Regular,Lecture,Spec Topics Engr,2.00,A,ENGR 599,Yes
Winter 2024,67777695,041957,FA 2023,ENGR,599,123,Regular,Lecture,Spec Topics Engr,2.00,A,ENGR 599,Yes
Winter 2024,67777695,044772,FA 2023,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,67777695,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,67777695,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2024,67777695,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,67777695,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,67777695,048147,WN 2023,BA,657,001,Regular,Laboratory,LBLE,3.00,A-,BA 657,Yes
Winter 2024,67777695,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,67777695,050159,FA 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,67989589,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,67989589,019324,FA 2024,POLSCI,688,001,Scnd 7 Wk,Seminar,Selected Topic,1.50,A,POLSCI 688,Yes
Winter 2024,67989589,020401,WN 2024,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,67989589,022099,WN 2024,SI,658,001,Regular,Lecture,Info Architecture,3.00,A-,SI 658,No
Winter 2024,67989589,039178,WN 2024,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,67989589,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,67989589,040779,WN 2024,ENGLISH,580,001,Regular,Seminar,Disability Studies,2.00,A,ENGLISH 580,Yes
Winter 2024,67989589,042104,FA 2023,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,67989589,044772,FA 2023,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,67989589,045687,FA 2024,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,67989589,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,67989589,047892,FA 2024,SI,605,002,Regular,Laboratory,Interdisc Prob Solv,3.00,B,SI 605,No
Winter 2024,67989589,047901,FA 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,67989589,048129,FA 2024,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,67989589,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,67989589,049417,WN 2024,BA,670,001,Regular,Recitation,+Impact Studio,3.00,A-,BA 670,Yes
Winter 2024,68674241,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,68674241,014791,FA 2022,ELI,512,001,Regular,Lecture,Spk&Wrt Gram,1.00,S,ELI 512,Yes
Winter 2024,68674241,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,68674241,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,68674241,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A,SI 511,No
Winter 2024,68674241,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2024,68674241,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,68674241,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,W,SI 539,No
Winter 2024,68674241,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,B+,SI 539,No
Winter 2024,68674241,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2024,68674241,041855,FA 2024,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,B,SI 631,No
Winter 2024,68674241,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,68674241,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,68674241,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,68674241,046386,FA 2022,SI,311,150,Regular,Lecture,Spec Topics in Info,3.00,A,SI 311,No
Winter 2024,68674241,046386,WN 2023,SI,311,158,Regular,Lecture,Spec Topics in Info,3.00,A+,SI 311,No
Winter 2024,68674241,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,68674241,047901,FA 2024,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,68674241,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,68674241,049601,WN 2024,SI,564,001,Regular,Lecture,SQL & Databases,1.50,E,SI 564,No
Winter 2024,68674241,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,68876816,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,68876816,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,68876816,017530,FA 2023,TO,616,001,Regular,Recitation,Project Mngmt,1.50,B,TO 616,Yes
Winter 2024,68876816,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,68876816,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,B-,SI 520,No
Winter 2024,68876816,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,68876816,039081,WN 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,B+,SI 529,No
Winter 2024,68876816,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,68876816,041336,FA 2023,STRATEGY,675,001,Scnd 7 Wk,Recitation,Bus Model Innovation,2.25,A,STRATEGY 675,Yes
Winter 2024,68876816,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,68876816,043490,FA 2023,BE,608,001,Scnd 7 Wk,Recitation,Health Care Markets,1.50,B,BE 608,Yes
Winter 2024,68876816,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,68876816,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,68876816,047843,FA 2023,ARTSADMN,522,001,Regular,Lecture,Writing Abt Your Art,1.00,A,ARTSADMN 522,Yes
Winter 2024,68876816,047849,WN 2024,ARTSADMN,533,001,Regular,Lecture,Media Tech Careers,1.00,A,ARTSADMN 533,Yes
Winter 2024,68876816,047901,WN 2024,SI,699,501,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,68876816,048129,FA 2023,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,68876816,049266,FA 2023,ES,620,001,Scnd 7 Wk,Recitation,Healthcare Startups,2.25,B,ES 620,Yes
Winter 2024,68876816,051304,FA 2023,NEUROSCI,515,001,Regular,Lecture,Neurosci Meditation,1.00,W,NEUROSCI 515,Yes
Winter 2024,68911667,016655,WN 2024,ELI,538,001,Regular,Lecture,Pron in Context,1.00,S,ELI 538,Yes
Winter 2024,68911667,017075,WN 2024,ELI,534,001,Regular,Lecture,Dis&Oral Argumentn,1.00,S,ELI 534,Yes
Winter 2024,68911667,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,68911667,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,68911667,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,68911667,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,68911667,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,68911667,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,68911667,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,2.00,S,SI 681,No
Winter 2024,68911667,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,68911667,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,68911667,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,68911667,046962,WN 2024,ELI,560,001,Regular,Lecture,Undrstnd US Soc&Inst,2.00,S,ELI 560,Yes
Winter 2024,68911667,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,68911667,047901,FA 2024,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,68911667,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,68911667,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,68911667,048514,WN 2024,WELLNESS,512,002,Regular,Recitation,Yoga Performers,1.00,A+,WELLNESS 512,Yes
Winter 2024,68911667,050136,WN 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A+,UARTS 560,Yes
Winter 2024,68911667,050136,FA 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A+,UARTS 560,Yes
Winter 2024,68911667,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,68911667,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,68911667,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A+,SI 594,No
Winter 2024,69555818,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,69555818,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,69555818,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,69555818,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,69555818,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,69555818,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,69555818,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,69555818,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,69555818,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,69555818,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,69555818,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,69555818,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,69555818,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,69555818,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,69555818,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,69555818,050650,WN 2023,EDUC,618,001,Regular,Seminar,XR for Learning,1.00,A,EDUC 618,Yes
Winter 2024,69555818,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,69769570,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,B+,SI 650,No
Winter 2024,69769570,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,69769570,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,69769570,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2024,69769570,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,69769570,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,69769570,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,69769570,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A-,SI 618,No
Winter 2024,69769570,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,69769570,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,69769570,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2024,69769570,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,69769570,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,69769570,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,69769570,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,69769570,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B,SI 579,No
Winter 2024,69769570,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2024,69974426,006590,FA 2024,COMP,515,004,Regular,Laboratory,Intro Electrn Mus,2.00,A,COMP 515,Yes
Winter 2024,69974426,016607,FA 2023,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,69974426,020401,WN 2024,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A+,SI 622,No
Winter 2024,69974426,021400,FA 2024,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,69974426,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,69974426,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,69974426,041626,WN 2024,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,69974426,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,69974426,042005,FA 2023,STS,571,001,Regular,Seminar,Interdisc Sem,1.00,S,STS 571,Yes
Winter 2024,69974426,044772,FA 2023,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,69974426,044798,FA 2023,ENTR,599,030,Scnd 7 Wk,Seminar,Spec Topics Entr,1.00,A,ENTR 599,Yes
Winter 2024,69974426,044798,WN 2024,ENTR,599,032,Regular,Lecture,Spec Topics Entr,3.00,A,ENTR 599,Yes
Winter 2024,69974426,045393,FA 2024,SI,552,002,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
