CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2024,15720118,048131,FA 2023,BA,656,001,Regular,Laboratory,LBLE,3.00,A-,BA 656,Yes
Winter 2024,15720118,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,15720118,050136,FA 2023,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,15720118,050136,WN 2024,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,15903183,015660,FA 2024,WRITING,993,002,Regular,Seminar,Teaching Writing,1.00,S,WRITING 993,Yes
Winter 2024,15903183,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,15903183,017530,FA 2023,TO,616,001,Regular,Recitation,Project Mngmt,1.50,A,TO 616,Yes
Winter 2024,15903183,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,15903183,020803,WN 2024,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2024,15903183,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,W,SI 511,No
Winter 2024,15903183,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,15903183,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,15903183,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2024,15903183,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,1.00,S,SI 681,No
Winter 2024,15903183,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2024,15903183,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,15903183,044600,FA 2023,MO,620,001,First 7 Wk,Recitation,Leading a Good Life,1.50,A,MO 620,Yes
Winter 2024,15903183,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,15903183,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,15903183,047228,FA 2024,ENTR,500,002,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2024,15903183,047304,FA 2024,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2024,15903183,047849,WN 2024,ARTSADMN,533,001,Regular,Lecture,Media Tech Careers,1.00,A,ARTSADMN 533,Yes
Winter 2024,15903183,047901,WN 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,15903183,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,15903183,048421,FA 2023,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2024,15903183,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,15903183,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,W,SI 579,No
Winter 2024,16772641,001459,FA 2023,SI,690,440,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2024,16772641,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,16772641,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,W,SI 650,No
Winter 2024,16772641,020803,WN 2024,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A-,SI 643,No
Winter 2024,16772641,020934,FA 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,B,SI 649,No
Winter 2024,16772641,022326,WN 2024,SI,581,001,Regular,Lecture,Pres Info Resources,3.00,A-,SI 581,No
Winter 2024,16772641,039081,WN 2024,SI,529,001,Regular,Lecture,Online Communities,3.00,B,SI 529,No
Winter 2024,16772641,047901,WN 2024,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,16772641,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2024,16772641,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,B,SI 670,No
Winter 2024,16772641,050663,WN 2024,SI,568,001,Regular,Lecture,Intro Appld Data Sci,1.50,A-,SI 568,No
Winter 2024,16797050,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,16797050,012456,FA 2023,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,S,SI 549,No
Winter 2024,16797050,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,16797050,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,16797050,021050,FA 2023,SI,691,107,Regular,Ind Study,Independent Study,3.00,A+,SI 691,No
Winter 2024,16797050,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,16797050,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,16797050,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,16797050,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,16797050,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,16797050,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,16797050,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,16797050,047228,FA 2023,ENTR,500,003,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2024,16797050,047901,WN 2024,SI,699,401,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,16797050,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,16797050,048515,FA 2023,WELLNESS,500,001,Regular,Recitation,Wellness Perf Artist,1.00,A,WELLNESS 500,Yes
Winter 2024,16818688,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,5.00,S,SI 690,No
Winter 2024,16818688,009731,FA 2020,SI,580,001,Regular,Lecture,Records & Archives,3.00,A+,SI 580,No
Winter 2024,16818688,016607,FA 2018,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,B,SI 544,No
Winter 2024,16818688,020401,WN 2024,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,16818688,021042,FA 2023,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A,SI 647,No
Winter 2024,16818688,021045,FA 2019,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A,SI 666,No
Winter 2024,16818688,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,16818688,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2024,16818688,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,16818688,042091,FA 2019,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,W,SI 618,No
Winter 2024,16818688,047246,FA 2018,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,16818688,047640,WN 2019,SI,507,001,Regular,Lecture,Inter Programming,3.00,A+,SI 507,No
Winter 2024,16818688,047641,WN 2022,SI,540,001,Regular,Lecture,Privacy in Info Tech,3.00,A,SI 540,No
Winter 2024,16818688,047901,WN 2024,SI,699,006,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,16818688,048280,WN 2021,SI,667,001,Regular,Lecture,Digital Curation,3.00,A,SI 667,No
Winter 2024,16818688,049601,WN 2020,SI,564,002,Regular,Lecture,SQL & Databases,1.50,A+,SI 564,No
Winter 2024,16818688,050028,FA 2021,SI,583,001,Regular,Lecture,Info Accountability,3.00,A,SI 583,No
Winter 2024,17346000,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,17346000,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,17346000,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A,SI 511,No
Winter 2024,17346000,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A-,SI 520,No
Winter 2024,17346000,022099,WN 2024,SI,658,001,Regular,Lecture,Info Architecture,3.00,A-,SI 658,No
Winter 2024,17346000,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,17346000,039368,WN 2023,SI,627,001,Regular,Lecture,Managing IT,3.00,A,SI 627,No
Winter 2024,17346000,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2024,17346000,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2024,17346000,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,17346000,043210,FA 2023,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,W,SI 534,No
Winter 2024,17346000,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,17346000,044772,WN 2023,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,17346000,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A-,SI 616,No
Winter 2024,17346000,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,17346000,047901,WN 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,17346000,048421,WN 2023,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2024,17346000,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,17696870,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A+,SI 650,No
Winter 2024,17696870,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2024,17696870,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,17696870,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,17696870,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,17696870,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2024,17696870,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,17696870,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,17696870,047901,WN 2024,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,17696870,048268,WN 2023,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,A,SI 630,No
Winter 2024,17696870,049601,FA 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,17696870,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,17696870,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A+,SI 568,No
Winter 2024,17696870,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,A,SI 602,No
Winter 2024,17834656,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,17834656,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,17834656,021400,WN 2023,SI,520,003,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,17834656,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,17834656,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,17834656,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,17834656,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,17834656,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,17834656,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,17834656,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,17834656,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A+,SI 616,No
Winter 2024,17834656,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,17834656,047901,WN 2024,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,17834656,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,17834656,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,17960225,016607,FA 2023,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,17960225,017281,FA 2022,SI,588,101,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,17960225,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,17960225,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2024,17960225,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,17960225,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,17960225,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,17960225,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,17960225,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,17960225,049040,WN 2024,SI,698,093,Regular,Seminar,Master's Thesis 2,3.00,A,SI 698,No
Winter 2024,17960225,049365,FA 2023,SI,697,093,Regular,Ind Study,Master's Thesis 1,3.00,S,SI 697,No
Winter 2024,17960225,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A-,SI 579,No
Winter 2024,17960225,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2024,17960225,051455,WN 2024,SI,569,001,Regular,Lecture,Create XR Exp,3.00,A-,SI 569,No
Winter 2024,18177259,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,18177259,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,18177259,021400,WN 2023,SI,520,003,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,18177259,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,18177259,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,B,SI 539,No
Winter 2024,18177259,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,18177259,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,18177259,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,18177259,044772,FA 2022,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,18177259,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A-,SI 552,No
Winter 2024,18177259,047228,FA 2023,ENTR,500,003,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2024,18177259,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,18177259,047901,WN 2024,SI,699,501,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,18177259,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,18177259,048131,FA 2023,BA,656,001,Regular,Laboratory,LBLE,3.00,A-,BA 656,Yes
Winter 2024,18177259,048514,WN 2024,WELLNESS,512,002,Regular,Recitation,Yoga Performers,1.00,A+,WELLNESS 512,Yes
Winter 2024,18413550,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,18413550,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,18413550,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2024,18413550,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,18413550,038659,FA 2024,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A+,SI 519,No
Winter 2024,18413550,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2024,18413550,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,18413550,041044,FA 2023,ELI,510,001,Regular,Lecture,Acad Rdg&Vocab,2.00,S,ELI 510,Yes
Winter 2024,18413550,041957,WN 2023,ENGR,599,117,Regular,Lecture,Spec Topics Engr,2.00,A-,ENGR 599,Yes
Winter 2024,18413550,041957,FA 2023,ENGR,599,117,Regular,Lecture,Spec Topics Engr,2.00,A-,ENGR 599,Yes
Winter 2024,18413550,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,18413550,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,18413550,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,18413550,047901,FA 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,18413550,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,18413550,048147,WN 2023,BA,657,001,Regular,Laboratory,LBLE,3.00,A-,BA 657,Yes
Winter 2024,18413550,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,18413550,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,W,SI 564,No
Winter 2024,18829724,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,18829724,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,18829724,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2024,18829724,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,18829724,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,18829724,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,18829724,041934,FA 2023,SI,608,001,Regular,Lecture,Networks,3.00,A+,SI 608,No
Winter 2024,18829724,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,18829724,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,18829724,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2024,18829724,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,18829724,047901,WN 2024,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,18829724,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,18829724,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,18829724,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A+,SI 568,No
Winter 2024,18829724,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,A-,SI 602,No
Winter 2024,18986100,003736,FA 2023,MKT,625,002,Scnd 7 Wk,Recitation,New Prod Innov Mngmt,2.25,A-,MKT 625,Yes
Winter 2024,18986100,017281,FA 2023,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,18986100,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,18986100,021050,SP 2024,SI,691,093,Regular,Ind Study,Independent Study,1.00,A+,SI 691,No
Winter 2024,18986100,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,18986100,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,18986100,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,18986100,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,18986100,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,18986100,043863,WN 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,18986100,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,18986100,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,18986100,046306,WN 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2024,18986100,047901,WN 2024,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,18986100,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2024,18986100,050136,WN 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,18986100,050136,FA 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,19183910,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,19183910,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,19183910,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,19183910,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,19183910,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,19183910,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,19183910,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,19183910,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2024,19183910,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,19183910,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,19183910,046386,WN 2023,SI,311,158,Regular,Lecture,Spec Topics in Info,3.00,W,SI 311,No
Winter 2024,19183910,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,19183910,047640,FA 2023,SI,507,101,Regular,Lecture,Inter Programming,3.00,B+,SI 507,No
Winter 2024,19183910,047901,WN 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,19183910,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,19183910,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,19183910,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,19183910,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
